name,latitude,longitude
AISstream_Coverage_Limit,56.0000,7.0000
AISstream_Coverage_Limit,55.5000,8.5000
AISstream_Coverage_Limit,55.0000,10.0000
AISstream_Coverage_Limit,54.8500,11.0000
AISstream_Coverage_Limit,54.7000,12.0000
AISstream_Coverage_Limit,54.6500,13.0000
AISstream_Coverage_Limit,54.6500,14.0000
