"category","name","imo","mmsi","sanctioned","sanctions","note"
"shadow_fleet","BOSCA","","621819068","true","Australia, Canada, EU, New Zealand, Switzerland, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/432"
"shadow_fleet","ACHILLES","","352002679","true","Australia, Canada, EU, New Zealand, Switzerland, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/437"
"shadow_fleet","RIMMA","","511101757","true","Australia, Canada, EU, New Zealand, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/438"
"shadow_fleet","ROSALIN","","668116325","true","Australia, Canada, EU, New Zealand, Switzerland, UK, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/444"
"shadow_fleet","HULDA","","668116313","true","Canada, EU, New Zealand, Switzerland, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/448"
"shadow_fleet","CORUS","","620999748","true","Australia, Canada, EU, New Zealand, Switzerland, UK, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/450"
"shadow_fleet","DUSK","","629009770","true","Australia, Canada, EU, New Zealand, Switzerland, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/457"
"shadow_fleet","BAI LU","","668116211","true","Australia, Canada, EU, New Zealand, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/458"
"shadow_fleet","NIGHT GLORY","","621819080","true","Australia, Canada, EU, New Zealand, Switzerland, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/459"
"shadow_fleet","KONYA","","352003605","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1219"
"shadow_fleet","OSCAR I","","352003314","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1220"
"shadow_fleet","SINO STAR","","477642800","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1221"
"shadow_fleet","TRANQUIL SEA","","334863000","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1222"
"shadow_fleet","URIEL","","626443000","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1223"
"shadow_fleet","ZAGATALA","","423306100","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1224"
"shadow_fleet","MAVERICK","","668116306","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1229"
"shadow_fleet","SEA OWL I","","620800094","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1238"
"shadow_fleet","THOTH","","273253080","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1239"
"shadow_fleet","VANINO","","273331620","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1240"
"shadow_fleet","JUN MA","","629009040","true","Australia, Canada, EU, New Zealand, Switzerland, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/274"
"shadow_fleet","LUNAR TIDE","","632001136","true","Canada, EU, New Zealand, Switzerland, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/281"
"shadow_fleet","CENTURION I","","352005238","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1191"
"shadow_fleet","NILANGA","","352004926","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1193"
"shadow_fleet","TANGO 2","","352005354","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1197"
"shadow_fleet","PRIMORYE","","273210220","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1204"
"shadow_fleet","ARMADA LEADER","","273448000","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1206"
"shadow_fleet","STANISLAV GOVORUKHIN","","273258520","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1208"
"shadow_fleet","BAVLY","","273358180","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1211"
"shadow_fleet","CAROLINE BEZENGI","","511101363","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1212"
"shadow_fleet","DENVER","","668116346","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1215"
"shadow_fleet","KATY","","668116328","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1216"
"shadow_fleet","KAYSERI","","352003627","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1217"
"shadow_fleet","KHANKENDI","","423543100","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1218"
"shadow_fleet","RAGNAR","","511100983","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1030"
"shadow_fleet","CHENG HE","","668116333","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1063"
"shadow_fleet","TEMPEST DREAM","","630001117","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1069"
"shadow_fleet","RHEIN","","630001105","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1070"
"shadow_fleet","MARQUISE","","314001007","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1119"
"shadow_fleet","EVERDINE","","307170000","true","EU, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1156"
"shadow_fleet","ORVI","","620800029","true","EU, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1160"
"shadow_fleet","NEMRUT","","632001147","true","EU, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1171"
"shadow_fleet","TORX","","352005255","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1184"
"shadow_fleet","AURA 1","","352005472","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1185"
"shadow_fleet","SAMOS","","314001145","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1189"
"shadow_fleet","BOLU","","314001144","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1190"
"shadow_fleet","BELA","","511101827","true","Australia, Canada, EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1021"
"shadow_fleet","BELOMOR","","273272930","true","Australia, Canada, EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1022"
"shadow_fleet","VARG","","511101759","true","Australia, Canada, EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1027"
"shadow_fleet","XING CHEN","","511101762","true","Australia, Canada, EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1028"
"shadow_fleet","BRONCO","","511101785","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1029"
"shadow_fleet","GARUDA","","630001159","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/947"
"shadow_fleet","SOUTH STAR","","630001103","true","Australia, Canada, EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/950"
"shadow_fleet","IRON WAVE","","511101765","true","Australia, Canada, EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/971"
"shadow_fleet","INDUS 1","","511101776","true","Australia, Canada, EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/973"
"shadow_fleet","PACIFICOS","","273616650","true","Australia, Canada, EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/975"
"shadow_fleet","ELODIE I","","511101770","true","Australia, Canada, EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/976"
"shadow_fleet","ATLANTICOS","","273617650","true","Australia, Canada, EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/977"
"shadow_fleet","ETHERA","","632001149","true","EU, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/795"
"shadow_fleet","MANASLU","","352002116","true","EU, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/796"
"shadow_fleet","OMNI","","352001876","true","EU, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/798"
"shadow_fleet","APATE","","352002102","true","EU, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/800"
"shadow_fleet","C VIKING","","667002414","true","Australia, Canada, EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/810"
"shadow_fleet","ADITYA","","626479000","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/854"
"shadow_fleet","LONGEVITY 7","","511101781","true","Australia, Canada, EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/861"
"shadow_fleet","SEA MAVERICK","","667002316","true","Australia, Canada, EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/866"
"shadow_fleet","SOFOS","","667002413","true","Australia, Canada, EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/867"
"shadow_fleet","PROMETEI","","667001378","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/872"
"shadow_fleet","MILLEROVO","","273351980","true","Australia, Canada, EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/924"
"shadow_fleet","SEAL","","629009388","true","EU, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/942"
"shadow_fleet","TAGOR","","352002249","true","EU, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/580"
"shadow_fleet","BRIONT","","352002147","true","EU, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/592"
